"action_id","title","action_layer","script_path","platform","audience","tier","status","mutation_capable","requires_admin","stores_credentials","stores_target_inventory","evidence","issue_area","action_type"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_PRESENCE_SUMMARY_V1","Dfs Namespace Service Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1211-dfs-namespace-service-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_STATUS_SUMMARY_V1","Dfs Namespace Service Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1212-dfs-namespace-service-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_CONFIGURATION_SUMMARY_V1","Dfs Namespace Service Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1213-dfs-namespace-service-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_COUNT_SUMMARY_V1","Dfs Namespace Service Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1214-dfs-namespace-service-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_RISK_CATEGORY_SUMMARY_V1","Dfs Namespace Service Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1215-dfs-namespace-service-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_EVENT_COUNT_24H_V1","Dfs Namespace Service Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1216-dfs-namespace-service-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_EVENT_COUNT_7D_V1","Dfs Namespace Service Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1217-dfs-namespace-service-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_GUIDANCE_PLAN_V1","Dfs Namespace Service Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1218-dfs-namespace-service-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_QUESTION_PLAN_V1","Dfs Namespace Service Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1219-dfs-namespace-service-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_SERVICE_RUNNER_SUMMARY_V1","Dfs Namespace Service Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1220-dfs-namespace-service-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_PRESENCE_SUMMARY_V1","Dfs Namespace Root Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1221-dfs-namespace-root-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_STATUS_SUMMARY_V1","Dfs Namespace Root Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1222-dfs-namespace-root-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_CONFIGURATION_SUMMARY_V1","Dfs Namespace Root Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1223-dfs-namespace-root-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_COUNT_SUMMARY_V1","Dfs Namespace Root Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1224-dfs-namespace-root-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_RISK_CATEGORY_SUMMARY_V1","Dfs Namespace Root Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1225-dfs-namespace-root-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_EVENT_COUNT_24H_V1","Dfs Namespace Root Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1226-dfs-namespace-root-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_EVENT_COUNT_7D_V1","Dfs Namespace Root Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1227-dfs-namespace-root-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_GUIDANCE_PLAN_V1","Dfs Namespace Root Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1228-dfs-namespace-root-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_QUESTION_PLAN_V1","Dfs Namespace Root Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1229-dfs-namespace-root-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_ROOT_RUNNER_SUMMARY_V1","Dfs Namespace Root Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1230-dfs-namespace-root-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_PRESENCE_SUMMARY_V1","Dfs Folder Target Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1231-dfs-folder-target-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_STATUS_SUMMARY_V1","Dfs Folder Target Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1232-dfs-folder-target-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_CONFIGURATION_SUMMARY_V1","Dfs Folder Target Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1233-dfs-folder-target-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_COUNT_SUMMARY_V1","Dfs Folder Target Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1234-dfs-folder-target-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_RISK_CATEGORY_SUMMARY_V1","Dfs Folder Target Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1235-dfs-folder-target-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_EVENT_COUNT_24H_V1","Dfs Folder Target Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1236-dfs-folder-target-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_EVENT_COUNT_7D_V1","Dfs Folder Target Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1237-dfs-folder-target-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_GUIDANCE_PLAN_V1","Dfs Folder Target Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1238-dfs-folder-target-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_QUESTION_PLAN_V1","Dfs Folder Target Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1239-dfs-folder-target-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_FOLDER_TARGET_RUNNER_SUMMARY_V1","Dfs Folder Target Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1240-dfs-folder-target-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_PRESENCE_SUMMARY_V1","Dfs Referral Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1241-dfs-referral-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_STATUS_SUMMARY_V1","Dfs Referral Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1242-dfs-referral-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CONFIGURATION_SUMMARY_V1","Dfs Referral Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1243-dfs-referral-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_COUNT_SUMMARY_V1","Dfs Referral Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1244-dfs-referral-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_RISK_CATEGORY_SUMMARY_V1","Dfs Referral Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1245-dfs-referral-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_EVENT_COUNT_24H_V1","Dfs Referral Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1246-dfs-referral-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_EVENT_COUNT_7D_V1","Dfs Referral Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1247-dfs-referral-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_GUIDANCE_PLAN_V1","Dfs Referral Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1248-dfs-referral-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_QUESTION_PLAN_V1","Dfs Referral Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1249-dfs-referral-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_RUNNER_SUMMARY_V1","Dfs Referral Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1250-dfs-referral-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_PRESENCE_SUMMARY_V1","Dfs Referral Cache Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1251-dfs-referral-cache-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_STATUS_SUMMARY_V1","Dfs Referral Cache Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1252-dfs-referral-cache-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_CONFIGURATION_SUMMARY_V1","Dfs Referral Cache Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1253-dfs-referral-cache-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_COUNT_SUMMARY_V1","Dfs Referral Cache Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1254-dfs-referral-cache-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_RISK_CATEGORY_SUMMARY_V1","Dfs Referral Cache Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1255-dfs-referral-cache-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_EVENT_COUNT_24H_V1","Dfs Referral Cache Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1256-dfs-referral-cache-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_EVENT_COUNT_7D_V1","Dfs Referral Cache Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1257-dfs-referral-cache-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_GUIDANCE_PLAN_V1","Dfs Referral Cache Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1258-dfs-referral-cache-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_QUESTION_PLAN_V1","Dfs Referral Cache Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1259-dfs-referral-cache-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_REFERRAL_CACHE_RUNNER_SUMMARY_V1","Dfs Referral Cache Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1260-dfs-referral-cache-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_PRESENCE_SUMMARY_V1","Dfs Site Costing Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1261-dfs-site-costing-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_STATUS_SUMMARY_V1","Dfs Site Costing Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1262-dfs-site-costing-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_CONFIGURATION_SUMMARY_V1","Dfs Site Costing Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1263-dfs-site-costing-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_COUNT_SUMMARY_V1","Dfs Site Costing Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1264-dfs-site-costing-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_RISK_CATEGORY_SUMMARY_V1","Dfs Site Costing Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1265-dfs-site-costing-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_EVENT_COUNT_24H_V1","Dfs Site Costing Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1266-dfs-site-costing-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
