"number","action_id","title","layer","script_path","script_sha256","mutation_capable","stores_credentials","stores_target_inventory","evidence"
"3261","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_PRESENCE_SUMMARY_V1","Storage Dns Cname Alias Chain Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3261-storage-dns-cname-alias-chain-presence-summary.ps1","e7bd4404fd8f817ea2e764d1880338b8a0e731559b8cd9b8f73b777595bc075e","False","False","False","safe sanitized evidence only"
"3262","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_STATUS_SUMMARY_V1","Storage Dns Cname Alias Chain Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3262-storage-dns-cname-alias-chain-status-summary.ps1","9f731e2e8453a2fbe087f5e3a8d3b686101a6b7fefd36cfaf840407d7f2611b1","False","False","False","safe sanitized evidence only"
"3263","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_CONFIGURATION_SUMMARY_V1","Storage Dns Cname Alias Chain Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3263-storage-dns-cname-alias-chain-configuration-summary.ps1","d72c837f552dafbf33d9d660f05cfd869b3c38dda67e07a3f89af84d3a1e68cb","False","False","False","safe sanitized evidence only"
"3264","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_COUNT_SUMMARY_V1","Storage Dns Cname Alias Chain Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3264-storage-dns-cname-alias-chain-count-summary.ps1","db0a16dfd2a3b8255fee72a7b5c7ee8920a4544f1c4296c84c26357697b7ce54","False","False","False","safe sanitized evidence only"
"3265","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_RISK_CATEGORY_SUMMARY_V1","Storage Dns Cname Alias Chain Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3265-storage-dns-cname-alias-chain-risk-category-summary.ps1","11ab37ff154dabc5b7d167a31098425ca34f8fef0f9bd79286521bfcb7ad4bb9","False","False","False","safe sanitized evidence only"
"3266","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_EVENT_COUNT_24H_V1","Storage Dns Cname Alias Chain Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3266-storage-dns-cname-alias-chain-event-count-24h.ps1","c6087dd88a402edd75d05d4b73b6dd5dc966d1ac5965d828b473f8d88820d5db","False","False","False","safe sanitized evidence only"
"3267","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_EVENT_COUNT_7D_V1","Storage Dns Cname Alias Chain Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3267-storage-dns-cname-alias-chain-event-count-7d.ps1","026c46880400417470d9546474e20d75370e95f3f0461d39aeaf046979e51240","False","False","False","safe sanitized evidence only"
"3268","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_GUIDANCE_PLAN_V1","Storage Dns Cname Alias Chain Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3268-storage-dns-cname-alias-chain-guidance-plan.ps1","e2fd1c41c56c48b029e91381405e88c663bc5e0f60a6e6c9d07cd6696baaa50f","False","False","False","safe sanitized evidence only"
"3269","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_QUESTION_PLAN_V1","Storage Dns Cname Alias Chain Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3269-storage-dns-cname-alias-chain-question-plan.ps1","274e14b7a7e982d045c7c289bdc40fb3e78fccf9cb71fe409569930b4b40247d","False","False","False","safe sanitized evidence only"
"3270","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_DNS_CNAME_ALIAS_CHAIN_RUNNER_SUMMARY_V1","Storage Dns Cname Alias Chain Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3270-storage-dns-cname-alias-chain-runner-summary.ps1","33198260b47bf05f3fe4a7bd60bd1c46b4ccefb460e240c273644999eb013d55","False","False","False","safe sanitized evidence only"
"3271","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_PRESENCE_SUMMARY_V1","Storage Reverse Lookup Hygiene Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3271-storage-reverse-lookup-hygiene-presence-summary.ps1","5105b0e3f4be37eac4b06d55fbb470450f952f72f20d3f4ca7d82d56078524c1","False","False","False","safe sanitized evidence only"
"3272","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_STATUS_SUMMARY_V1","Storage Reverse Lookup Hygiene Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3272-storage-reverse-lookup-hygiene-status-summary.ps1","d5b06954de168c84f3ba532c8442b018d9b7765f29d8820eed43bea979623b52","False","False","False","safe sanitized evidence only"
"3273","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_CONFIGURATION_SUMMARY_V1","Storage Reverse Lookup Hygiene Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3273-storage-reverse-lookup-hygiene-configuration-summary.ps1","33e316e55c2710483c91b4c1e46ec7f83215b107e6efe9cd41b936bd40e7d3d1","False","False","False","safe sanitized evidence only"
"3274","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_COUNT_SUMMARY_V1","Storage Reverse Lookup Hygiene Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3274-storage-reverse-lookup-hygiene-count-summary.ps1","a05c46c954f6445aa0373fc091c0cba09b70e980af3fe861813e7b6008b8d451","False","False","False","safe sanitized evidence only"
"3275","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_RISK_CATEGORY_SUMMARY_V1","Storage Reverse Lookup Hygiene Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3275-storage-reverse-lookup-hygiene-risk-category-summary.ps1","e33136f2234c65bd52a4858b95d976b68eb45ba779f0fc5c71e092243eea6a80","False","False","False","safe sanitized evidence only"
"3276","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_EVENT_COUNT_24H_V1","Storage Reverse Lookup Hygiene Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3276-storage-reverse-lookup-hygiene-event-count-24h.ps1","026180f69d31fc5e05f45b168999068b14c7d048049a008303fdb34a5e5cfaec","False","False","False","safe sanitized evidence only"
"3277","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_EVENT_COUNT_7D_V1","Storage Reverse Lookup Hygiene Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3277-storage-reverse-lookup-hygiene-event-count-7d.ps1","c62ce5bac6c227a034e3450d52b9d21376a2ecaff114c3d212fc58b94de0527d","False","False","False","safe sanitized evidence only"
"3278","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_GUIDANCE_PLAN_V1","Storage Reverse Lookup Hygiene Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3278-storage-reverse-lookup-hygiene-guidance-plan.ps1","2fff6e893d1085c1090daf21bd43d8cb385710ab419fccde78389fd6ec656c77","False","False","False","safe sanitized evidence only"
"3279","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_QUESTION_PLAN_V1","Storage Reverse Lookup Hygiene Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3279-storage-reverse-lookup-hygiene-question-plan.ps1","0e8c0d424b89064b4454e9798508c424889d17382bf9f24b4c8ae9f0fe6dbae0","False","False","False","safe sanitized evidence only"
"3280","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_STORAGE_REVERSE_LOOKUP_HYGIENE_RUNNER_SUMMARY_V1","Storage Reverse Lookup Hygiene Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3280-storage-reverse-lookup-hygiene-runner-summary.ps1","a2e4dca743f651d2aa72b2f566e57641afa0b046faf1535f9bbcd9cf8adeca58","False","False","False","safe sanitized evidence only"
"3281","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_PRESENCE_SUMMARY_V1","Ntp Clock Skew Storage Auth Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3281-ntp-clock-skew-storage-auth-presence-summary.ps1","98870442f4718fed72acb01b55fd77617996237ad0e42eb8ae9e6c9a4a72513c","False","False","False","safe sanitized evidence only"
"3282","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_STATUS_SUMMARY_V1","Ntp Clock Skew Storage Auth Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3282-ntp-clock-skew-storage-auth-status-summary.ps1","dae98e6710b2fed9f37025ff6ce23dbfdba975fde46394fb7badc2c75ad0e7c3","False","False","False","safe sanitized evidence only"
"3283","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_CONFIGURATION_SUMMARY_V1","Ntp Clock Skew Storage Auth Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3283-ntp-clock-skew-storage-auth-configuration-summary.ps1","b3f4aa157a0b344682c06433a11fef7b561a605f4e99e844827ecea4224a3004","False","False","False","safe sanitized evidence only"
"3284","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_COUNT_SUMMARY_V1","Ntp Clock Skew Storage Auth Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3284-ntp-clock-skew-storage-auth-count-summary.ps1","9a509a1fbf477830c7b6da960f62cba4d569470ea219a8c5b1053ad08283bdec","False","False","False","safe sanitized evidence only"
"3285","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_RISK_CATEGORY_SUMMARY_V1","Ntp Clock Skew Storage Auth Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3285-ntp-clock-skew-storage-auth-risk-category-summary.ps1","7dc3d6d90f31a4e2c40ef8899eb47701bb9732a5467e9f785563e9378c97d020","False","False","False","safe sanitized evidence only"
"3286","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_EVENT_COUNT_24H_V1","Ntp Clock Skew Storage Auth Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3286-ntp-clock-skew-storage-auth-event-count-24h.ps1","faed1fdcbb80484dc77b1c45bd075f87c5760871d8f211f29e48a5ff273057e3","False","False","False","safe sanitized evidence only"
"3287","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_EVENT_COUNT_7D_V1","Ntp Clock Skew Storage Auth Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3287-ntp-clock-skew-storage-auth-event-count-7d.ps1","f509986653bd9379efefa23b46c89d712739c7095b3cbdac7e0c515dda8c1595","False","False","False","safe sanitized evidence only"
"3288","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_GUIDANCE_PLAN_V1","Ntp Clock Skew Storage Auth Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3288-ntp-clock-skew-storage-auth-guidance-plan.ps1","995a632361eca44ef2029856e9761181f80934c63f2836c622d712abfa9a5cc6","False","False","False","safe sanitized evidence only"
"3289","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_QUESTION_PLAN_V1","Ntp Clock Skew Storage Auth Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3289-ntp-clock-skew-storage-auth-question-plan.ps1","d783cec36f5aaab7f3f5c4624bff5171660ac418850a1f63973bc94f08e0a4d2","False","False","False","safe sanitized evidence only"
"3290","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_NTP_CLOCK_SKEW_STORAGE_AUTH_RUNNER_SUMMARY_V1","Ntp Clock Skew Storage Auth Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3290-ntp-clock-skew-storage-auth-runner-summary.ps1","85722ca7189f6b137b5d5482f7fd4b79568c878da18eae350fd281ed42d2dbdb","False","False","False","safe sanitized evidence only"
"3291","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_PRESENCE_SUMMARY_V1","Active Directory Site Subnet Mapping Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3291-active-directory-site-subnet-mapping-presence-summary.ps1","ae8a405445049df70b5827e83c00b667abe82a4dfca26ca97454ba254dfa4bc6","False","False","False","safe sanitized evidence only"
"3292","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_STATUS_SUMMARY_V1","Active Directory Site Subnet Mapping Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3292-active-directory-site-subnet-mapping-status-summary.ps1","c7156059b24881dbe974291fa286600dc9d7b39c7e63915b91734258ab65a6a5","False","False","False","safe sanitized evidence only"
"3293","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_CONFIGURATION_SUMMARY_V1","Active Directory Site Subnet Mapping Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3293-active-directory-site-subnet-mapping-configuration-summary.ps1","2998b6d7a46ee6ac7aa98826553c700253502aaa72428d0fe11e0bd73f607449","False","False","False","safe sanitized evidence only"
"3294","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_COUNT_SUMMARY_V1","Active Directory Site Subnet Mapping Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3294-active-directory-site-subnet-mapping-count-summary.ps1","8f669e95491efed5953c7daa68535b67273a0fd7b21ef9ff00c0be615048dea2","False","False","False","safe sanitized evidence only"
"3295","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_RISK_CATEGORY_SUMMARY_V1","Active Directory Site Subnet Mapping Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3295-active-directory-site-subnet-mapping-risk-category-summary.ps1","d0bbefc24feed2c2eecc3c0f86b80f6077efc4db4a57b08629cb30391bd3f6e3","False","False","False","safe sanitized evidence only"
"3296","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_EVENT_COUNT_24H_V1","Active Directory Site Subnet Mapping Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3296-active-directory-site-subnet-mapping-event-count-24h.ps1","64ddd3607d9915abbe88ab8375612ede2a1357282ec6a5dafc53a9d3fc2ae2cf","False","False","False","safe sanitized evidence only"
"3297","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_EVENT_COUNT_7D_V1","Active Directory Site Subnet Mapping Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3297-active-directory-site-subnet-mapping-event-count-7d.ps1","ee5d944d4b88ec5b12ef25b8557fa87120e646b71a5de6b93e579b82984d3034","False","False","False","safe sanitized evidence only"
"3298","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_GUIDANCE_PLAN_V1","Active Directory Site Subnet Mapping Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3298-active-directory-site-subnet-mapping-guidance-plan.ps1","760f0d11f984a13277dd727654ac663fa1beb37b26fc8457a93ee66a70fb99cd","False","False","False","safe sanitized evidence only"
"3299","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_QUESTION_PLAN_V1","Active Directory Site Subnet Mapping Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3299-active-directory-site-subnet-mapping-question-plan.ps1","89c5599d66b826e0585caf42e0b892c5c8d44075d6d1e8045422338902a4fa94","False","False","False","safe sanitized evidence only"
"3300","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_ACTIVE_DIRECTORY_SITE_SUBNET_MAPPING_RUNNER_SUMMARY_V1","Active Directory Site Subnet Mapping Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3300-active-directory-site-subnet-mapping-runner-summary.ps1","b899bb06a8c0ebb09f26849cca492f98a1567f73e82f74ab03cc50a759972a20","False","False","False","safe sanitized evidence only"
"3301","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_PRESENCE_SUMMARY_V1","Ldap Global Catalog Reachability Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3301-ldap-global-catalog-reachability-presence-summary.ps1","8223945771227407c841e0d527d5a64d32c322b3630338917b17df19dd45bddb","False","False","False","safe sanitized evidence only"
"3302","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_STATUS_SUMMARY_V1","Ldap Global Catalog Reachability Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3302-ldap-global-catalog-reachability-status-summary.ps1","f001d7cc4f134591d47e779cb7709b02c786147f9d26419078fac600b3cd379f","False","False","False","safe sanitized evidence only"
"3303","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_CONFIGURATION_SUMMARY_V1","Ldap Global Catalog Reachability Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3303-ldap-global-catalog-reachability-configuration-summary.ps1","c063bbd014d300e80edc2b904b5bde883e97c51b30d9306388a314f0065eb630","False","False","False","safe sanitized evidence only"
